coord_key,SDSS,SDR5ID,ra_deg,dec_deg,ra_deg_r,dec_deg_r,sep_arcsec,z,z_r,iMag,M_i,mbh_solar,chi2_pdf,log10_tau_d,log10_sigma_mag_sqrtyr,mu,npts,D(g-i),order,log10_tau_lim_lo,log10_tau_lim_hi,log10_sig_lim_lo,log10_sig_lim_hi,edge_flag,Plike,Pnoise,Pinf
0.609_0.097,000226.10+000549.1,95.0,0.60875,0.096981,0.60875,0.096981,0.0,1.6512,1.6512,-26.533,-26.533,9.069,1.54229,3.63474,-1.05238,18.453,55.0,-0.016,87,3.17051,4.6532,-1.15305,-0.967152,0.0,151.622,102.938,151.585
0.628_0.833,000230.71+004959.0,96.0,0.627969,0.833065,0.627969,0.833065,0.0,1.3527,1.3527,-26.539,-26.539,0.0,1.85021,5.0,-1.1,17.8452,78.0,0.419,310,3.33295,4.71299,-1.18136,-0.959142,1.0,229.453,139.149,229.469
0.629_-0.105,000230.94-000616.5,97.0,0.628919,-0.104608,0.628919,-0.104608,0.0,1.3366,1.3366,-25.142,-25.142,9.17,0.884536,2.17508,-0.443248,19.2724,61.0,0.123,62,1.99048,3.84422,-0.608951,-0.407638,0.0,117.237,92.7596,115.271
0.635_-0.342,000232.32-002029.8,98.0,0.634677,-0.341632,0.634677,-0.341632,0.0,2.1851,2.1851,-25.624,-25.624,0.0,0.931214,2.31035,-1.08023,19.9715,54.0,-0.084,438,2.07617,3.86984,-1.27624,-0.98282,0.0,142.46,120.804,140.648
0.669_-0.676,000240.44-004033.1,100.0,0.668537,-0.675888,0.668537,-0.675888,0.0,0.7061,0.7061,-22.447,-22.447,8.175,1.09885,5.0,-1.125,20.5761,54.0,-0.153,39,3.1502,4.67016,-1.24914,-0.943209,1.0,115.48,98.8704,115.478
0.694_-0.104,000246.47-000615.4,102.0,0.693657,-0.104281,0.693657,-0.104281,0.0,1.7127,1.7127,-25.213,-25.213,0.0,1.23205,1.60744,-0.654471,19.8849,61.0,0.213,380,1.32405,2.19059,-0.892876,-0.557826,0.0,145.119,134.125,140.668
0.704_0.947,000248.92+005648.2,103.0,0.703861,0.946744,0.703861,0.946744,0.0,1.2936,1.2936,-24.321,-24.321,0.0,1.1299,5.0,-1.0,20.0967,51.0,0.191,344,3.52438,4.74818,-1.09341,-0.867469,1.0,119.954,84.4483,119.967
0.720_-0.059,000252.72-000331.0,104.0,0.719683,-0.058616,0.719683,-0.058616,0.0,3.6829,3.6829,-26.272,-26.272,0.0,1.276,2.2372,-0.738805,20.6655,59.0,0.993,209,2.02683,4.11899,-1.00249,-0.660389,0.0,111.786,95.1742,110.452
0.764_0.172,000303.32+001019.6,109.0,0.763851,0.172121,0.763851,0.172121,0.0,1.5221,1.5221,-24.29,-24.29,9.018,1.10926,2.98601,-0.766759,20.3044,51.0,0.298,225,2.83544,4.54659,-0.888731,-0.697303,0.0,108.843,60.3831,108.499
0.776_-0.825,000306.24-004930.4,111.0,0.776006,-0.825122,0.776006,-0.825122,0.0,1.0506,1.0506,-23.912,-23.912,9.295,1.05675,-3.0,1.4,19.9962,57.0,-0.084,433,-2.38315,1.20371,-0.989549,0.959816,1.0,139.572,139.578,136.789
0.791_-0.711,000309.80-004238.2,112.0,0.790873,-0.710618,0.790873,-0.710618,0.0,1.3966,1.3966,-25.377,-25.377,9.024,1.20115,1.63935,-0.326644,19.19,43.0,0.171,300,1.41922,2.02481,-0.466152,-0.271444,0.0,87.5351,68.8553,81.8828
0.814_0.039,000315.27+000221.1,113.0,0.813657,0.039197,0.813657,0.039197,0.003073585126505738,1.5293,1.5293,-25.019,-25.019,9.168,1.09321,2.99071,-1.07899,19.7269,55.0,0.078,253,2.83352,4.53265,-1.20899,-0.99299,0.0,141.887,98.7767,141.453
0.818_-0.126,000316.38-000732.4,116.0,0.818289,-0.125675,0.818289,-0.125675,0.0,3.1795,3.1795,-26.392,-26.392,8.84,1.00405,3.89924,-1.06238,20.3336,61.0,-0.201,427,3.33087,4.68415,-1.17129,-0.967717,0.0,145.402,88.7845,145.359
0.844_-0.495,000322.60-002941.1,118.0,0.844205,-0.494774,0.844205,-0.494774,0.0,0.651,0.651,-23.139,-23.139,0.0,1.53973,2.10459,-0.453169,19.8202,63.0,0.142,136,1.90189,3.36447,-0.638801,-0.398333,0.0,122.47,83.4997,119.921
0.861_0.199,000326.67+001157.1,119.0,0.861154,0.19922,0.861154,0.19922,0.0,1.8518,1.8518,-26.205,-26.205,10.008,1.06193,0.831335,0.119658,18.9129,54.0,0.088,134,0.570831,0.986548,0.026126,0.189048,0.0,89.2672,83.3077,73.7101
0.876_0.137,000330.19+000813.2,120.0,0.875796,0.137006,0.875796,0.137006,0.003073585126505738,2.568,2.568,-27.114,-27.114,10.033,1.2535,2.98328,-1.05287,18.983,55.0,0.078,265,2.83256,4.52779,-1.18934,-0.967825,0.0,154.099,108.772,153.639
0.889_-0.745,000333.26-004443.2,121.0,0.888592,-0.745361,0.888592,-0.745361,0.0,0.6591,0.6591,-22.534,-22.534,0.0,1.17397,0.158579,0.218298,19.9832,19.0,0.522,188,-0.659708,1.52311,-0.46137,0.577358,0.0,33.4178,33.3807,29.6225
0.911_0.076,000338.57+000432.0,124.0,0.910728,0.075561,0.910728,0.075561,0.00434670577101264,2.0928,2.0928,-25.834,-25.834,9.229,1.06147,2.59523,-0.876112,19.5164,54.0,-0.114,184,2.44487,4.28801,-0.998918,-0.820515,0.0,143.892,92.7573,142.719
0.913_1.172,000339.11+011019.6,125.0,0.912976,1.172123,0.912976,1.172123,0.0,1.697,1.697,-25.344,-25.344,0.0,1.26342,2.44401,-0.804575,19.5754,61.0,0.319,85,2.32751,4.39337,-1.03196,-0.759353,0.0,147.806,108.332,147.084
0.947_0.896,000347.20+005344.7,129.0,0.946694,0.895754,0.946694,0.895754,0.0,0.5785,0.5785,-22.431,-22.431,0.0,9.9614,-10.0,-10.0,19.7826,8.0,0.262,366,-10.0,-10.0,-10.0,-10.0,0.0,153.976,-10.0,-10.0
0.952_-0.732,000348.46-004355.3,130.0,0.95193,-0.732052,0.95193,-0.732052,0.0,0.8981,0.8981,-23.467,-23.467,8.395,1.20483,2.49372,-0.708745,19.9048,53.0,-9.0,347,2.3159,4.19577,-0.864319,-0.651295,0.0,123.1,90.6033,121.772
0.981_0.127,000355.49+000736.4,131.0,0.981211,0.126804,0.981211,0.126804,0.0,1.0274,1.0274,-24.292,-24.292,8.99,1.08234,2.60261,-0.735727,19.6587,55.0,0.078,226,2.47298,4.35832,-0.862405,-0.688156,0.0,133.329,72.874,132.342
0.986_-1.025,000356.56-010131.6,132.0,0.985694,-1.025447,0.985694,-1.025447,0.0,0.9103,0.9103,-23.821,-23.821,8.333,0.722505,2.80659,-0.818254,19.5617,63.0,0.08,358,2.69073,4.49551,-0.935098,-0.771197,0.0,167.992,115.531,167.476
1.016_-0.688,000403.80-004117.2,133.0,1.015834,-0.688122,1.015834,-0.688122,0.0,1.9404,1.9404,-24.889,-24.889,0.0,1.08963,0.515761,0.47191,20.5254,53.0,-0.053,63,-0.619086,0.632487,0.377141,0.981449,0.0,51.2279,50.1463,33.3322
1.057_-0.771,000413.56-004617.2,138.0,1.056536,-0.771464,1.056536,-0.771464,0.0,1.2841,1.2841,-24.934,-24.934,8.14,0.97608,5.0,-1.2,19.52,54.0,-0.003,34,3.70323,4.78498,-1.29009,-1.08073,1.0,149.919,88.8092,149.938
1.069_-0.884,000416.46-005300.6,140.0,1.06862,-0.883526,1.06862,-0.883526,0.0,2.0201,2.0201,-26.023,-26.023,8.8,1.22332,1.71976,-0.541734,19.4453,61.0,-0.053,317,1.48591,2.42044,-0.742511,-0.482895,0.0,144.841,126.368,141.052
1.088_-0.568,000421.02-003403.1,143.0,1.08761,-0.567536,1.08761,-0.567536,0.0,1.4603,1.4603,-26.007,-26.007,9.148,1.32267,3.61216,-1.03807,18.6065,64.0,-0.054,145,3.26135,4.66105,-1.12874,-0.981808,0.0,195.203,93.6238,195.104
1.091_0.962,000421.84+005743.6,144.0,1.091028,0.962126,1.091028,0.962126,0.0,0.7867,0.7867,-23.399,-23.399,0.0,1.30827,3.24838,-0.892163,19.8266,52.0,0.371,1,2.97715,4.60693,-0.997246,-0.815381,0.0,122.323,75.9452,122.219
1.122_0.597,000429.18+003547.9,147.0,1.121598,0.596654,1.121598,0.596654,0.0,1.3021,1.3021,-24.238,-24.238,8.88,1.22393,2.71516,-0.732697,20.3485,45.0,0.324,316,2.54803,4.43916,-0.932105,-0.651667,0.0,82.5476,67.1945,81.8513
1.123_-0.362,000429.47-002142.7,148.0,1.122796,-0.361882,1.122796,-0.361882,0.0,0.6143,0.6143,-23.216,-23.216,0.0,1.35729,2.20352,-0.486427,19.1114,52.0,0.39,201,2.00854,3.30764,-0.628041,-0.439225,0.0,113.94,77.8984,111.252
1.133_0.532,000431.88+003155.1,150.0,1.132873,0.53199,1.132873,0.53199,0.0,1.4442,1.4442,-25.168,-25.168,8.371,0.922198,2.36085,-0.928331,19.5331,54.0,0.082,30,2.17487,4.20883,-1.14105,-0.865223,0.0,144.696,115.624,143.494
1.141_-0.812,000433.93-004844.7,151.0,1.141382,-0.812432,1.141382,-0.812432,0.0,1.2946,1.2946,-25.364,-25.364,8.905,1.12416,3.4524,-1.03644,18.9904,54.0,0.66,106,3.16619,4.63645,-1.13077,-0.972314,0.0,155.06,78.3601,154.921
1.149_-1.222,000435.75-011318.6,153.0,1.148969,-1.221839,1.148969,-1.221839,0.0,0.5074,0.5074,-23.442,-23.442,8.338,1.17976,1.30717,-0.28116,18.5518,53.0,0.018,266,1.06461,1.56056,-0.385847,-0.225753,0.0,117.082,103.676,107.982
1.164_-0.529,000439.25-003145.5,155.0,1.163558,-0.52931,1.163558,-0.52931,0.0,1.8535,1.8535,-25.738,-25.738,8.896,1.7052,2.44067,-1.00173,19.5188,64.0,0.001,118,2.22907,4.10627,-1.16634,-0.918725,0.0,159.889,135.942,158.43
1.175_0.506,000442.03+003021.0,157.0,1.175142,0.505852,1.175142,0.505852,0.0,1.7682,1.7682,-25.219,-25.219,0.0,1.02433,5.0,-1.1,19.8605,49.0,0.072,191,3.29685,4.69241,-1.19303,-0.968215,1.0,117.174,90.9145,117.175
1.176_0.006,000442.18+000023.3,158.0,1.175791,0.006482,1.175791,0.006482,0.0,1.0077,1.0077,-24.719,-24.719,9.189,1.16596,2.31499,-0.708456,19.0575,63.0,-0.022,22,2.13225,3.58988,-0.828611,-0.661721,0.0,164.736,101.586,162.346
1.184_1.010,000444.23+010036.4,159.0,1.184301,1.010112,1.184301,1.010112,0.0,1.4297,1.4297,-24.92,-24.92,8.741,1.0989,3.12678,-0.939419,19.5135,53.0,0.106,369,2.93703,4.58637,-1.06251,-0.861698,0.0,136.14,82.7525,135.929
1.192_-0.054,000446.18-000313.6,161.0,1.192438,-0.053787,1.192438,-0.053787,0.003073585126505738,1.6027,1.6027,-24.812,-24.812,0.0,1.31271,3.81134,-0.939409,20.2594,60.0,-0.014,216,3.07574,4.6446,-1.07065,-0.801931,0.0,129.503,84.06,129.493
1.200_-0.389,000448.08-002321.7,163.0,1.200359,-0.389388,1.200359,-0.389388,0.0,1.7257,1.7257,-25.62,-25.62,0.0,1.05826,2.8449,-0.894678,19.4817,53.0,0.011,139,2.72512,4.47822,-1.01423,-0.833455,0.0,136.89,87.9591,136.253
1.216_1.211,000451.78+011239.9,165.0,1.21578,1.211084,1.21578,1.211084,0.0,1.5513,1.5513,-24.971,-24.971,8.872,0.891679,2.51552,-0.766936,19.7488,60.0,0.238,169,2.34934,4.24634,-0.906883,-0.716428,0.0,147.414,116.785,146.216
1.216_-0.201,000451.86-001203.7,166.0,1.216108,-0.201036,1.216108,-0.201036,0.0,1.0278,1.0278,-24.711,-24.711,8.729,1.18949,2.55124,-0.856599,19.1301,62.0,-0.101,405,2.4128,4.2713,-1.00241,-0.804649,0.0,168.096,118.595,166.857
1.222_-0.592,000453.25-003531.0,167.0,1.22191,-0.591963,1.22191,-0.591963,0.0,1.5709,1.5709,-24.651,-24.651,0.0,1.19865,1.95242,-0.614922,20.0789,63.0,0.004,352,1.63835,3.21271,-0.809042,-0.538384,0.0,139.276,130.538,136.82
1.234_0.113,000456.17+000645.5,170.0,1.234054,0.112646,1.234054,0.112646,0.0,1.0412,1.0412,-24.194,-24.194,8.505,1.37719,3.71345,-0.86444,19.7344,51.0,0.385,109,3.1824,4.66039,-0.993124,-0.75883,0.0,112.827,74.5061,112.803
1.241_0.426,000457.90+002534.6,171.0,1.241286,0.426283,1.241286,0.426283,0.0,1.7023,1.7023,-24.861,-24.861,0.0,1.25113,2.8531,-0.822506,20.1464,61.0,0.069,221,2.72646,4.52421,-0.97907,-0.746775,0.0,133.428,88.1806,133.035
1.244_0.916,000458.61+005457.5,172.0,1.244214,0.915992,1.244214,0.915992,0.0,1.2084,1.2084,-24.146,-24.146,0.0,1.08236,1.87253,-0.627495,20.0557,51.0,0.05,313,1.61146,2.7093,-0.825042,-0.548281,0.0,112.159,96.1477,109.073
1.252_-0.563,000500.42-003348.2,174.0,1.251764,-0.563412,1.251764,-0.563412,0.0,2.1733,2.1733,-27.035,-27.035,9.635,1.04256,2.95119,-1.12777,18.497,63.0,0.191,263,2.81293,4.52431,-1.24494,-1.06648,0.0,202.942,135.062,202.477
1.252_1.039,000500.54+010220.8,175.0,1.25225,1.039129,1.25225,1.039129,0.0,2.1189,2.1189,-27.393,-27.393,9.794,1.22599,2.02441,-0.482673,18.3812,37.0,0.022,319,1.83181,4.00341,-0.646525,-0.440478,0.0,84.142,70.1514,82.5978
1.254_1.051,000500.84+010303.4,176.0,1.253511,1.050947,1.253511,1.050947,0.0,1.6292,1.6292,-26.187,-26.187,9.066,1.10626,0.783711,-0.048882,18.9409,98.0,0.134,272,0.58064,0.945382,-0.147961,-0.005404,0.0,209.261,190.729,191.709
1.273_-0.036,000505.45-000210.8,177.0,1.272717,-0.036345,1.272717,-0.036345,0.003073585126505738,1.8281,1.8281,-25.408,-25.408,0.0,1.19704,1.27121,-0.335498,19.6965,62.0,0.129,283,0.990174,1.52304,-0.475326,-0.249876,0.0,135.425,125.282,125.967
1.287_0.436,000508.85+002608.3,180.0,1.286916,0.435657,1.286916,0.435657,0.0,0.6686,0.6686,-23.064,-23.064,9.335,0.925185,-1.3,1.1,19.7988,30.0,-0.044,185,-1.71676,0.215166,0.31972,1.28237,2.0,38.7202,38.7357,25.1245
1.300_0.220,000512.11+001313.2,183.0,1.30049,0.220337,1.30049,0.220337,0.0,1.2745,1.2745,-24.707,-24.707,8.972,1.10294,3.07797,-0.948183,19.7612,65.0,0.189,33,2.91555,4.55939,-1.06918,-0.877567,0.0,161.809,96.655,161.451
1.301_0.134,000512.18+000802.9,184.0,1.300784,0.134155,1.300784,0.134155,0.0,1.1208,1.1208,-23.734,-23.734,0.0,1.38262,1.81685,-0.494716,20.1236,48.0,0.23,97,1.41155,2.3622,-0.662545,-0.372682,0.0,95.0142,87.8941,91.3124
1.316_-0.625,000515.93-003730.7,185.0,1.316381,-0.625197,1.316381,-0.625197,0.0,0.4764,0.4764,-22.099,-22.099,8.753,8.27097,-10.0,-10.0,19.8816,9.0,0.799,187,-10.0,-10.0,-10.0,-10.0,0.0,112.047,-10.0,-10.0
1.337_-0.330,000520.99-001948.3,187.0,1.337485,-0.330088,1.337485,-0.330088,0.0,1.0423,1.0423,-23.684,-23.684,0.0,1.26307,5.0,-0.775,20.3388,53.0,0.147,354,2.9297,4.62118,-0.84704,-0.648232,1.0,108.778,62.0319,108.782
1.355_0.296,000525.12+001745.2,189.0,1.354687,0.295906,1.354687,0.295906,0.0,1.0285,1.0285,-24.383,-24.383,8.557,1.11132,3.26131,-0.94114,19.7192,61.0,-0.119,121,3.01055,4.61318,-1.09117,-0.856086,0.0,153.006,98.8465,152.87
1.365_-0.099,000527.52-000556.2,190.0,1.364696,-0.098956,1.364696,-0.098956,0.003073585126505738,0.6125,0.6125,-23.121,-23.121,0.0,0.879721,2.83312,-0.713711,19.2653,59.0,0.096,3,2.71156,4.49372,-0.80911,-0.674618,0.0,153.557,91.6947,153.025
1.371_-0.834,000529.13-005001.6,191.0,1.371388,-0.833785,1.371388,-0.833785,0.0,2.115,2.115,-25.615,-25.615,9.468,1.42138,2.12438,-0.830601,20.0828,61.0,-0.031,126,1.73248,3.83094,-1.12859,-0.690699,0.0,139.064,132.601,137.467
1.376_-0.399,000530.14-002356.2,192.0,1.375595,-0.398947,1.375595,-0.398947,0.0,1.0605,1.0605,-23.861,-23.861,0.0,1.23375,2.133,-0.433437,19.9702,28.0,0.224,129,1.9906,4.3269,-0.715046,-0.394747,0.0,50.818,44.2062,49.9764
1.378_1.043,000530.66+010233.3,193.0,1.377789,1.042592,1.377789,1.042592,0.0,0.6341,0.6341,-23.409,-23.409,8.264,1.05186,2.9909,-0.504586,19.5042,53.0,-0.007,220,2.8412,4.54298,-0.599363,-0.457746,0.0,110.887,48.7483,110.52
1.379_0.164,000531.06+000951.0,194.0,1.379439,0.164168,1.379439,0.164168,0.0,0.9406,0.9406,-24.796,-24.796,8.836,1.00059,3.04135,-1.08713,18.7014,55.0,0.275,299,2.89108,4.56168,-1.19939,-1.02127,0.0,168.067,108.245,167.743
1.381_0.249,000531.41+001455.9,195.0,1.380896,0.248875,1.380896,0.248875,0.0,0.9916,0.9916,-23.941,-23.941,0.0,1.29069,2.51013,-0.789036,19.7956,61.0,0.512,37,2.37109,4.40628,-0.959744,-0.738498,0.0,144.353,107.223,143.661
1.397_0.006,000535.23+000021.4,196.0,1.39683,0.005967,1.39683,0.005967,0.003073585126505738,0.7358,0.7358,-22.544,-22.544,8.049,1.31786,2.22884,-0.518983,20.1764,39.0,0.162,26,2.00087,4.07574,-0.738435,-0.4521,0.0,71.4304,57.6184,69.9922
1.414_-1.046,000539.29-010243.8,198.0,1.413709,-1.045516,1.413709,-1.045516,0.0,0.8663,0.8663,-23.585,-23.585,8.428,1.44442,2.49318,-0.885073,19.8379,108.0,0.008,420,2.31337,4.17543,-1.04575,-0.81808,0.0,254.504,210.012,253.091
1.425_-1.070,000541.88-010411.0,199.0,1.424531,-1.069741,1.424531,-1.069741,0.0,2.1178,2.1178,-26.109,-26.109,9.279,0.959927,3.34992,-0.900065,19.3482,52.0,0.038,261,3.10537,4.62279,-0.99367,-0.841538,0.0,141.094,77.8489,140.932
1.436_-0.952,000544.72-005706.6,200.0,1.436354,-0.951852,1.436354,-0.951852,0.0,2.1113,2.1113,-25.552,-25.552,0.0,1.05494,1.88612,-0.680604,19.8874,62.0,0.175,368,1.64316,2.54445,-0.861273,-0.612665,0.0,148.365,129.225,144.729
1.444_0.388,000546.46+002317.1,202.0,1.44362,0.388093,1.44362,0.388093,0.0,1.3531,1.3531,-24.606,-24.606,8.635,1.18789,2.74935,-0.838252,19.9206,60.0,0.324,370,2.62788,4.43584,-0.990791,-0.769924,0.0,140.22,99.2712,139.452
1.444_-0.404,000546.48-002413.9,203.0,1.443696,-0.403879,1.443696,-0.403879,0.0,1.7298,1.7298,-25.798,-25.798,8.959,1.21474,2.55677,-0.904903,19.2637,56.0,0.004,389,2.37994,4.31293,-1.0831,-0.838116,0.0,148.517,108.501,147.494
1.454_-0.577,000549.05-003435.5,205.0,1.454388,-0.576538,1.454388,-0.576538,0.0,1.624,1.624,-26.165,-26.165,8.99,0.832414,2.65286,-1.02765,18.8469,59.0,0.02,93,2.54034,4.39019,-1.1405,-0.985941,0.0,186.574,114.803,185.666
1.474_-1.022,000553.71-010117.7,207.0,1.473827,-1.021585,1.473827,-1.021585,0.0,0.632,0.632,-22.817,-22.817,0.0,1.30395,2.2129,-0.70438,19.7954,62.0,0.136,177,1.97561,3.75997,-0.911009,-0.634741,0.0,141.624,113.923,139.602
1.489_0.477,000557.24+002837.7,208.0,1.488523,0.477166,1.488523,0.477166,0.0,0.2595,0.2595,-22.211,-22.211,0.0,1.17681,2.48394,-0.56098,18.2258,36.0,-0.241,203,2.34867,4.29302,-0.690288,-0.519148,0.0,82.6989,45.7327,81.5779
1.509_-0.899,000602.17-005358.1,210.0,1.509042,-0.899487,1.509042,-0.899487,0.0,1.8554,1.8554,-26.165,-26.165,0.0,1.60165,3.1212,-1.02356,18.9833,63.0,0.387,241,2.86488,4.58135,-1.14544,-0.925959,0.0,164.424,119.307,164.287
1.521_-1.250,000604.97-011459.3,211.0,1.520743,-1.249816,1.520743,-1.249816,0.0,2.4993,2.4993,-25.612,-25.612,8.919,1.09387,2.66741,-0.889257,20.0576,53.0,0.144,152,2.40336,4.39576,-1.04021,-0.788332,0.0,123.949,101.997,123.332
1.534_-1.117,000608.04-010700.7,212.0,1.533512,-1.116862,1.533512,-1.116862,0.0,0.9486,0.9486,-24.437,-24.437,9.239,1.1871,5.0,-0.7,18.8701,54.0,0.071,267,3.30913,4.69614,-0.772631,-0.626579,1.0,131.556,68.213,131.556
1.542_0.433,000610.07+002559.8,213.0,1.541964,0.433284,1.541964,0.433284,0.0,1.0264,1.0264,-23.929,-23.929,7.879,1.03921,2.34561,-0.731673,19.8084,57.0,0.1,340,2.15959,4.11132,-0.911206,-0.675291,0.0,133.984,106.571,132.572
1.558_0.319,000613.84+001909.2,215.0,1.55767,0.319235,1.55767,0.319235,0.0,0.5523,0.5523,-22.52,-22.52,8.591,1.14868,1.41868,-0.40175,19.5297,42.0,0.573,236,1.16709,1.73841,-0.547382,-0.324523,0.0,92.5041,80.137,85.3218
1.558_0.435,000614.00+002605.0,216.0,1.558346,0.434743,1.558346,0.434743,0.0,2.518,2.518,-25.85,-25.85,9.504,1.09627,1.89834,-0.512203,20.1512,53.0,0.288,179,1.66184,3.11134,-0.774079,-0.443976,0.0,108.748,87.4968,106.061
1.594_-0.073,000622.60-000424.4,219.0,1.594195,-0.073453,1.594195,-0.073453,0.0,1.0381,1.0381,-24.328,-24.328,8.652,1.21229,2.51107,-0.523459,19.5049,58.0,0.206,110,2.34515,4.33122,-0.676696,-0.48162,0.0,125.596,90.9229,124.654
1.635_0.119,000632.30+000707.3,224.0,1.634621,0.118719,1.634621,0.118719,0.0,0.9171,0.9171,-23.497,-23.497,0.0,1.53839,2.59608,-0.646431,19.9632,47.0,-0.361,246,2.28289,4.3124,-0.81835,-0.548868,0.0,91.3655,77.23,90.5029
1.658_-0.312,000637.88-001842.3,225.0,1.657871,-0.311776,1.657871,-0.311776,0.0,0.9892,0.9892,-24.217,-24.217,8.533,1.03086,2.55254,-0.867,19.5465,53.0,-0.087,429,2.40082,4.24631,-1.02365,-0.803404,0.0,135.208,90.4817,133.918
1.663_0.473,000639.16+002821.0,226.0,1.663198,0.472515,1.663198,0.472515,0.0,2.2015,2.2015,-26.177,-26.177,9.134,1.16072,5.0,-1.1,19.5664,53.0,-0.031,416,3.40606,4.73055,-1.19227,-0.987444,1.0,136.876,97.3697,136.884
1.669_0.785,000640.47+004707.1,228.0,1.668659,0.785318,1.668659,0.785318,0.0,1.8475,1.8475,-25.557,-25.557,0.0,1.06266,2.65704,-0.818799,19.7568,61.0,-0.036,142,2.52846,4.36539,-0.959458,-0.760426,0.0,147.558,99.1372,146.568
1.669_0.644,000640.67+003838.2,229.0,1.669492,0.643952,1.669492,0.643952,0.0,1.3383,1.3383,-24.427,-24.427,8.666,0.97719,2.35934,-0.67894,20.0591,61.0,0.163,7,2.20721,4.08759,-0.816304,-0.633602,0.0,137.735,88.393,136.153
1.689_0.104,000645.41+000613.9,230.0,1.689234,0.103872,1.689234,0.103872,0.0,1.0308,1.0308,-24.08,-24.08,8.774,0.996906,2.70107,-0.590846,19.9064,53.0,0.117,210,2.59935,4.45593,-0.697524,-0.554,0.0,119.875,50.4837,119.242
1.689_0.017,000645.46+000059.6,231.0,1.689453,0.016564,1.689453,0.016564,0.003073585126505738,1.5161,1.5161,-26.217,-26.217,8.997,1.03683,4.67884,-1.03239,18.96,54.0,-0.101,28,3.46812,4.71999,-1.10988,-0.954866,0.0,158.598,77.0061,158.588
1.692_-0.811,000645.98-004840.1,233.0,1.691602,-0.811157,1.691602,-0.811157,0.0,1.9983,1.9983,-25.849,-25.849,0.0,1.3971,2.53155,-0.73241,19.502,54.0,0.235,181,2.35156,4.27508,-0.888408,-0.674123,0.0,130.689,109.38,129.546
1.705_0.657,000649.31+003925.3,235.0,1.705485,0.657036,1.705485,0.657036,0.0,1.5878,1.5878,-25.232,-25.232,0.0,0.811178,2.3314,-0.714294,19.7458,61.0,-0.087,409,2.16299,3.95448,-0.843167,-0.671019,0.0,153.645,101.077,151.815
1.722_0.027,000653.31+000135.7,236.0,1.722136,0.026604,1.722136,0.026604,0.003073585126505738,1.9425,1.9425,-25.152,-25.152,0.0,1.01277,2.886,-0.843051,20.3114,52.0,0.079,186,2.73288,4.49717,-0.987345,-0.764019,0.0,112.047,79.9959,111.523
1.725_-0.259,000654.10-001533.4,237.0,1.725449,-0.259281,1.725449,-0.259281,0.0,1.7252,1.7252,-27.19,-27.19,9.591,1.05353,-2.55,1.48835,17.8463,52.0,0.198,10,-2.32856,0.089573,0.020709,1.22466,0.0,129.405,126.185,109.196
1.740_-1.066,000657.63-010358.7,241.0,1.740158,-1.066323,1.740158,-1.066323,0.0,1.4358,1.4358,-24.873,-24.873,9.278,1.0829,3.84192,-0.848937,20.175,49.0,0.151,351,3.3001,4.67757,-0.944996,-0.768787,0.0,109.528,47.4117,109.48
1.747_-0.295,000659.28-001740.8,242.0,1.747041,-0.294691,1.747041,-0.294691,0.0,2.0159,2.0159,-26.004,-26.004,8.845,1.37242,2.77712,-0.822867,19.3677,52.0,-0.097,291,2.63592,4.4596,-0.957064,-0.756319,0.0,127.095,83.7952,126.465
1.754_-0.743,000701.04-004435.0,243.0,1.754362,-0.743067,1.754362,-0.743067,0.0,1.365,1.365,-24.206,-24.206,0.0,1.12583,2.90648,-0.709525,20.1356,54.0,0.169,92,2.77855,4.53721,-0.835573,-0.649458,0.0,117.808,69.9138,117.454
1.756_0.378,000701.33+002242.3,244.0,1.755543,0.378437,1.755543,0.378437,0.0,0.888,0.888,-26.274,-26.274,9.294,0.82421,5.0,-1.15,17.2065,61.0,0.158,158,3.40974,4.71364,-1.22446,-1.10031,1.0,213.356,96.4702,213.365
1.791_0.315,000709.92+001854.2,245.0,1.791355,0.315075,1.791355,0.315075,0.0,1.4309,1.4309,-26.556,-26.556,9.146,1.23068,5.0,-1.1,18.146,61.0,-0.027,56,3.70369,4.7822,-1.1744,-1.01823,1.0,192.542,88.0945,192.561
1.792_0.891,000710.01+005329.1,246.0,1.791724,0.89142,1.791724,0.89142,0.0,0.3162,0.3162,-23.62,-23.62,9.176,1.30591,2.52309,-0.582673,16.9525,57.0,-0.114,249,2.37103,4.26265,-0.681765,-0.555029,0.0,145.467,91.2128,144.276
1.821_-0.682,000716.99-004056.4,247.0,1.820793,-0.682358,1.820793,-0.682358,0.0,1.2596,1.2596,-25.047,-25.047,8.766,1.72276,3.13155,-0.932413,19.3145,56.0,0.516,217,2.93665,4.57877,-1.05256,-0.844904,0.0,135.25,82.673,134.99
1.824_-0.470,000717.73-002811.3,248.0,1.823883,-0.469827,1.823883,-0.469827,0.0,1.8856,1.8856,-24.61,-24.61,0.0,1.06001,0.389347,0.243553,20.6474,54.0,0.288,406,-0.112096,2.29272,-0.623475,0.438614,0.0,86.1,85.484,82.8538
1.824_-0.860,000717.82-005137.7,249.0,1.824262,-0.86049,1.824262,-0.86049,0.0,0.526,0.526,-22.867,-22.867,8.96,1.27262,1.91737,-0.288602,19.4385,39.0,0.024,48,1.65718,2.39535,-0.420067,-0.223762,0.0,71.1099,57.9197,67.0606
